,trap,ERRATICUS,PIPIENS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,PIPIENSRESTUANS,wnv,Date,Latitude,Longitude,Min_Station_Distance,Closest_Station,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Min_Spray_Distance,Spray,closest_spray_all
124,T135,0,0,1,0,0,0,0,0,2007-06-29,41.662,-87.725,8.67089799476,2,2,71,56,64.0,56,60.0, ,0.0,0.0,29.47,30.11,7.4,2,8.2,,0,4.939085299333966
125,T141,0,0,1,0,0,0,0,0,2007-06-29,41.961999999999996,-87.76,9.195737439010001,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.9445132837035876
126,T142,0,0,1,0,0,0,0,0,2007-06-29,41.953,-87.777,8.54124450131,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.06653543410777785
127,T143,0,0,1,0,0,0,0,0,2007-06-29,41.998999999999995,-87.796,7.05863876455,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.015506128807983285
128,T144,0,0,0,0,0,0,1,0,2007-06-29,41.94,-87.795,8.05809788632,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.029526022860611276
129,T145,0,0,1,0,0,0,0,0,2007-06-29,41.878,-87.63,8.942592190980001,2,2,71,56,64.0,56,60.0, ,0.0,0.0,29.47,30.11,7.4,2,8.2,,0,3.729662224143462
130,T146,0,0,1,0,0,0,0,0,2007-06-29,41.958,-87.70299999999999,12.1171409955,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.28373840187840754
131,T148,0,0,1,0,0,0,1,0,2007-06-29,42.016999999999996,-87.68799999999999,12.702749346600001,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,1.3551660610394018
132,T150,0,0,1,0,0,0,0,0,2007-06-29,42.007,-87.676,13.2563218158,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.6363170235894743
133,T151,0,0,1,0,0,0,1,0,2007-06-29,41.916000000000004,-87.801,8.71615596247,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.05889358442344134
134,T153,0,0,1,0,0,0,0,0,2007-06-29,41.908,-87.76100000000001,8.43273825415,2,2,71,56,64.0,56,60.0, ,0.0,0.0,29.47,30.11,7.4,2,8.2,,0,0.0062476867714867665
135,T158,0,0,1,0,0,0,0,0,2007-06-29,41.683,-87.708,7.46353448795,2,2,71,56,64.0,56,60.0, ,0.0,0.0,29.47,30.11,7.4,2,8.2,,0,3.29976508524485
136,T160,0,0,0,0,0,0,1,0,2007-06-29,41.903,-87.68799999999999,8.72420550543,2,2,71,56,64.0,56,60.0, ,0.0,0.0,29.47,30.11,7.4,2,8.2,,0,0.9954748348687903
137,T218,0,0,1,0,0,0,0,0,2007-06-29,41.948,-87.73100000000001,10.8977831699,1,1,70,56,63.0,55,59.0, ,0.0,0.0,29.41,30.13,7.6,2,8.3,,0,0.019528521765132468
138,T002,0,0,1,0,0,0,1,0,2007-07-02,41.955,-87.801,7.337331426919999,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.1802629371261451
139,T003,0,0,1,0,0,0,0,0,2007-07-02,41.964,-87.758,9.2625688351,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.9676718196545845
140,T005,0,0,0,0,0,0,1,0,2007-07-02,41.942,-87.77600000000001,8.87536212345,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.06690987534857437
141,T006,0,0,1,0,0,0,0,0,2007-07-02,41.99,-87.79700000000001,7.01074599233,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.004882750586403168
142,T007,0,0,1,0,0,0,1,0,2007-07-02,41.995,-87.76899999999999,8.44355616196,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.20291089545008587
143,T008,0,0,1,0,0,0,1,0,2007-07-02,42.008,-87.77799999999999,8.02966383335,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.05404954273490426
144,T009,0,0,1,0,0,0,0,0,2007-07-02,41.982,-87.81299999999999,6.24364423775,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.044019055644124123
145,T011,0,0,0,0,0,0,1,0,2007-07-02,41.945,-87.833,6.19970925636,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.7633954582231183
146,T012,0,0,0,1,0,0,0,0,2007-07-02,41.99100000000001,-87.74700000000001,9.58050614442,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.9897066468699725
147,T013,0,0,1,0,0,0,1,0,2007-07-02,41.924,-87.785,9.06300042138,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.06973489297786471
148,T014,0,0,1,0,0,0,1,0,2007-07-02,41.97,-87.788,7.66356563348,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.009186922163699613
149,T015,0,0,0,0,0,0,1,0,2007-07-02,41.974,-87.825,5.74706717582,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.006064115184154379
150,T016,0,0,1,0,0,0,0,0,2007-07-02,42.012,-87.81200000000001,6.3384097730999995,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.025465125679229556
151,T017,0,0,0,0,0,0,1,0,2007-07-02,41.961000000000006,-87.777,8.369506598960001,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.0676940379436207
152,T018,0,0,0,0,0,0,1,0,2007-07-02,42.01,-87.662,13.989179614700001,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,1.005732628005874
153,T019,0,0,1,0,0,0,0,0,2007-07-02,41.95,-87.698,11.6564140423,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.3115925482654627
154,T028,0,1,1,0,0,0,1,0,2007-07-02,41.986999999999995,-87.69,12.5238370762,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.045721240055445096
155,T030,0,0,1,0,0,0,1,0,2007-07-02,41.898999999999994,-87.71700000000001,8.00523231883,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.2589106378975566
156,T037,0,0,1,0,0,0,1,0,2007-07-02,41.92100000000001,-87.795,8.753452766930002,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.0199158078688713
157,T043,0,0,0,0,0,0,1,0,2007-07-02,41.857,-87.695,5.715766073099999,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,1.369345474124189
158,T044,0,0,1,0,0,0,1,0,2007-07-02,41.883,-87.705,7.12050087573,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.021942150699492954
159,T045,0,0,1,0,0,0,1,0,2007-07-02,41.922,-87.666,10.3822649411,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.6359576825745957
160,T046,0,0,1,0,0,0,1,0,2007-07-02,41.891000000000005,-87.654,8.83720536293,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.276280873027733
161,T047,0,0,1,0,0,0,1,0,2007-07-02,41.868,-87.696,6.35482790709,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.7198010308054855
162,T048,0,0,1,0,0,0,0,0,2007-07-02,41.867,-87.654,7.53941661205,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.7460847568882163
163,T051,0,0,0,0,0,0,1,0,2007-07-02,41.846000000000004,-87.65700000000001,6.41903673724,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,3.239017755006657
164,T054,0,0,1,0,0,0,1,0,2007-07-02,41.922,-87.632,11.2445071398,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.377939935135807
165,T085,0,0,0,0,0,0,1,0,2007-07-02,41.721000000000004,-87.648,7.000759522360001,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.02256820276754437
166,T086,0,0,1,0,0,0,1,0,2007-07-02,41.688,-87.677,7.795806064580001,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.014821801790106
167,T088,0,0,0,0,0,0,1,0,2007-07-02,41.869,-87.696,6.41635681207,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.6761797049775374
168,T089,0,0,0,0,0,0,1,0,2007-07-02,41.723,-87.65,6.83301494426,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.04572552012646952
169,T090,0,0,1,0,0,0,1,0,2007-07-02,41.868,-87.667,7.160977485539999,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.0910285212083344
170,T092,0,0,1,0,0,0,0,0,2007-07-02,41.869,-87.62799999999999,8.589788188250001,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,3.9635311590357767
171,T095,0,0,0,0,0,0,1,0,2007-07-02,41.70399999999999,-87.704,6.17912579176,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,2.389134637192586
172,T096,0,1,1,0,0,0,1,0,2007-07-02,41.732,-87.678,5.339621773819999,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.3633307204207894
173,T129,0,0,1,0,0,0,1,0,2007-07-02,41.891000000000005,-87.61200000000001,10.233401593,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,3.911638381720372
174,T135,0,0,1,1,0,0,1,0,2007-07-02,41.662,-87.725,8.67089799476,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,4.939085299333966
175,T142,0,0,1,0,0,0,1,0,2007-07-02,41.953,-87.777,8.54124450131,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.06653543410777785
176,T145,0,0,0,1,0,0,0,0,2007-07-02,41.878,-87.63,8.942592190980001,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,3.729662224143462
177,T146,0,0,1,0,0,0,0,0,2007-07-02,41.958,-87.70299999999999,12.1171409955,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.28373840187840754
178,T148,0,0,1,0,0,0,0,0,2007-07-02,42.016999999999996,-87.68799999999999,12.702749346600001,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,1.3551660610394018
179,T149,0,0,1,0,0,0,1,0,2007-07-02,41.994,-87.66799999999999,13.643829108399999,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.19879473504124484
180,T151,0,0,1,0,0,0,1,0,2007-07-02,41.916000000000004,-87.801,8.71615596247,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.05889358442344134
181,T152,0,0,0,0,0,0,1,0,2007-07-02,41.846000000000004,-87.71600000000001,4.53892972315,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,1.9164116402713152
182,T154,0,0,0,0,0,0,1,0,2007-07-02,41.919,-87.75200000000001,9.17912261027,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.3959004678754808
183,T158,0,0,1,0,0,0,1,0,2007-07-02,41.683,-87.708,7.46353448795,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,3.29976508524485
184,T161,0,0,1,0,0,0,1,0,2007-07-02,41.718999999999994,-87.675,6.10054260529,2,2,77,58,68.0,50,59.0, ,0.0,0.0,29.55,30.21,7.4,12,8.5,,0,0.639096394879573
185,T218,0,0,0,0,0,0,1,0,2007-07-02,41.948,-87.73100000000001,10.8977831699,1,1,79,53,66.0,50,58.0, ,0.0,0.0,29.49,30.22,5.9,14,8.1,,0,0.019528521765132468
186,T001,0,0,0,0,0,0,1,0,2007-07-11,41.95399999999999,-87.734,10.6322905875,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.07464312496166357
187,T002,0,1,1,0,0,0,1,0,2007-07-11,41.955,-87.801,7.337331426919999,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.1802629371261451
188,T003,0,0,0,0,0,0,1,0,2007-07-11,41.964,-87.758,9.2625688351,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.9676718196545845
189,T004,0,0,0,0,0,0,1,0,2007-07-11,41.963,-87.74799999999999,9.779769744880001,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.45558646816794796
190,T006,0,0,1,0,0,0,1,0,2007-07-11,41.99,-87.79700000000001,7.01074599233,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.004882750586403168
191,T007,0,0,0,0,0,0,1,0,2007-07-11,41.995,-87.76899999999999,8.44355616196,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.20291089545008587
192,T008,0,1,1,0,0,0,1,0,2007-07-11,42.008,-87.77799999999999,8.02966383335,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.05404954273490426
193,T009,0,0,1,0,0,0,1,0,2007-07-11,41.982,-87.81299999999999,6.24364423775,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.044019055644124123
194,T011,0,1,2,0,0,0,1,0,2007-07-11,41.945,-87.833,6.19970925636,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.7633954582231183
195,T013,0,0,1,0,0,0,1,0,2007-07-11,41.924,-87.785,9.06300042138,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.06973489297786471
196,T014,0,0,1,0,0,0,1,0,2007-07-11,41.97,-87.788,7.66356563348,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.009186922163699613
197,T015,0,0,2,0,0,0,1,0,2007-07-11,41.974,-87.825,5.74706717582,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.006064115184154379
198,T016,0,1,2,0,0,0,2,0,2007-07-11,42.012,-87.81200000000001,6.3384097730999995,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.025465125679229556
199,T019,0,0,0,0,0,0,1,0,2007-07-11,41.95,-87.698,11.6564140423,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.3115925482654627
200,T025,0,0,1,0,0,0,1,0,2007-07-11,41.979,-87.751,9.4362977905,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,1.0505886120392152
201,T028,0,0,1,0,0,0,1,0,2007-07-11,41.986999999999995,-87.69,12.5238370762,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.045721240055445096
202,T030,0,1,1,0,0,0,1,0,2007-07-11,41.898999999999994,-87.71700000000001,8.00523231883,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.2589106378975566
203,T031,0,0,1,0,0,0,0,0,2007-07-11,41.801,-87.76299999999999,1.1808715949500002,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.6778774840264137
204,T033,0,0,0,0,0,0,1,0,2007-07-11,41.907,-87.70100000000001,8.7558239145,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.7553397447005854
205,T035,0,0,0,0,0,0,1,0,2007-07-11,41.836999999999996,-87.678,5.194958161780001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.999546901269548
206,T036,0,0,0,0,0,0,1,0,2007-07-11,41.836999999999996,-87.729,3.71472664179,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.5187352059855432
207,T037,0,0,0,0,0,0,1,0,2007-07-11,41.92100000000001,-87.795,8.753452766930002,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.0199158078688713
208,T039,0,0,0,0,0,0,1,0,2007-07-11,41.912,-87.727,8.7911761884,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.7287229684103861
209,T043,0,0,1,0,0,0,1,0,2007-07-11,41.857,-87.695,5.715766073099999,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.369345474124189
210,T045,0,0,1,0,0,0,1,0,2007-07-11,41.922,-87.666,10.3822649411,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.6359576825745957
211,T046,0,1,1,0,0,0,1,0,2007-07-11,41.891000000000005,-87.654,8.83720536293,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.276280873027733
212,T047,0,1,0,0,0,0,1,0,2007-07-11,41.868,-87.696,6.35482790709,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.7198010308054855
213,T048,0,0,1,0,0,0,1,0,2007-07-11,41.867,-87.654,7.53941661205,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.7460847568882163
214,T049,0,0,1,0,0,0,1,0,2007-07-11,41.896,-87.655,9.09369521734,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.9653535412815655
215,T054,0,0,1,0,0,0,1,0,2007-07-11,41.922,-87.632,11.2445071398,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.377939935135807
216,T060,0,1,0,0,0,0,1,0,2007-07-11,41.823,-87.678,4.595930050340001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.6998543091907266
217,T061,0,1,0,0,0,0,1,0,2007-07-11,41.801,-87.679,3.90978777708,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.320987038678769
218,T062,0,1,0,0,0,0,0,0,2007-07-11,41.801,-87.712,2.31075505672,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.0540974743655334
219,T065,0,1,0,0,0,1,1,0,2007-07-11,41.778,-87.75200000000001,0.552120875441,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.5647227978131815
220,T066,0,0,0,0,0,0,1,0,2007-07-11,41.772,-87.70299999999999,2.70941941157,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.062492891081133636
221,T067,0,0,0,0,0,0,1,0,2007-07-11,41.75899999999999,-87.74600000000001,1.88901241385,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.8823491707131005
222,T069,0,0,2,0,0,0,1,0,2007-07-11,41.768,-87.679,3.9705502978300005,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.8210434004577626
223,T070,0,0,0,0,0,0,1,0,2007-07-11,41.798,-87.79799999999999,2.5160355663900003,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,3.1264640152474854
224,T071,0,0,0,0,0,0,1,0,2007-07-11,41.781000000000006,-87.777,1.33669001166,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.8449582675999667
225,T073,0,0,1,0,0,0,1,0,2007-07-11,41.773,-87.601,7.851848324189999,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.0200488298579926
226,T074,0,0,1,0,0,0,0,0,2007-07-11,41.823,-87.666,5.1227228159400005,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.957974541401836
227,T075,0,0,0,1,0,0,0,0,2007-07-11,41.799,-87.585,8.67175033166,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.901074532369109
228,T076,0,0,1,0,0,0,0,0,2007-07-11,41.795,-87.616,7.051752785960001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.055506629799088
229,T077,0,0,1,0,0,0,0,0,2007-07-11,41.778999999999996,-87.586,8.588495143,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.823830902959741
230,T079,0,0,1,0,0,0,1,0,2007-07-11,41.766000000000005,-87.56299999999999,9.86105207766,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.093496458194432
231,T080,0,0,1,0,0,0,1,0,2007-07-11,41.755,-87.613,7.493436130119999,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.1447609338850752
232,T081,0,0,1,0,0,0,1,0,2007-07-11,41.821999999999996,-87.62799999999999,6.86833572735,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,3.9452311000096274
233,T082,0,1,1,0,0,0,1,0,2007-07-11,41.803000000000004,-87.64299999999999,5.75041762845,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.8941700145755886
234,T083,0,0,1,0,0,0,1,0,2007-07-11,41.754,-87.59100000000001,8.60641370505,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.7048440502221699
235,T084,0,1,1,0,0,0,1,0,2007-07-11,41.693000000000005,-87.59899999999999,10.1853799902,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,1.5059699706439722
236,T085,0,0,0,0,0,0,1,0,2007-07-11,41.721000000000004,-87.648,7.000759522360001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.02256820276754437
237,T086,0,1,2,1,0,1,4,0,2007-07-11,41.688,-87.677,7.795806064580001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.014821801790106
238,T088,0,0,1,0,0,0,1,0,2007-07-11,41.869,-87.696,6.41635681207,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.6761797049775374
239,T089,0,0,1,0,0,0,1,0,2007-07-11,41.723,-87.65,6.83301494426,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.04572552012646952
240,T090,0,0,1,0,0,0,1,0,2007-07-11,41.868,-87.667,7.160977485539999,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,2.0910285212083344
241,T091,0,1,0,0,0,0,1,0,2007-07-11,41.861999999999995,-87.649,7.468863139450001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,3.09549853646791
242,T092,0,1,0,0,0,0,1,0,2007-07-11,41.869,-87.62799999999999,8.589788188250001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,3.9635311590357767
243,T094,0,0,0,0,0,0,1,0,2007-07-11,41.721000000000004,-87.666,6.314798485830001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.16719317191679503
244,T096,0,1,1,0,0,0,1,0,2007-07-11,41.732,-87.678,5.339621773819999,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.3633307204207894
245,T114,0,0,1,0,0,0,1,0,2007-07-11,41.799,-87.73700000000001,1.18539239674,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,0.9349896039408432
246,T135,0,1,1,0,0,0,1,0,2007-07-11,41.662,-87.725,8.67089799476,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,4.939085299333966
247,T141,0,0,0,0,0,0,1,0,2007-07-11,41.961999999999996,-87.76,9.195737439010001,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.9445132837035876
248,T142,0,0,1,0,0,0,1,0,2007-07-11,41.953,-87.777,8.54124450131,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.06653543410777785
249,T143,0,0,1,0,0,0,0,0,2007-07-11,41.998999999999995,-87.796,7.05863876455,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.015506128807983285
250,T145,0,0,1,0,0,0,1,0,2007-07-11,41.878,-87.63,8.942592190980001,2,2,77,63,70.0,51,59.0, ,0.0,0.0,29.28,29.92,9.1,30,11.2,,0,3.729662224143462
251,T146,0,1,1,0,0,0,1,0,2007-07-11,41.958,-87.70299999999999,12.1171409955,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.28373840187840754
252,T148,0,0,1,1,0,0,1,0,2007-07-11,42.016999999999996,-87.68799999999999,12.702749346600001,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,1.3551660610394018
253,T150,0,0,0,0,0,0,1,0,2007-07-11,42.007,-87.676,13.2563218158,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.6363170235894743
254,T151,0,0,1,0,0,0,1,0,2007-07-11,41.916000000000004,-87.801,8.71615596247,1,1,77,62,70.0,51,59.0, ,0.0,0.0,29.23,29.93,8.8,30,10.9,,0,0.05889358442344134
