,trap-date,trap,num-sqitos,ERRATICUS,PIPIENS,PIPIENSRESTUANS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,wnv,trap-lat,trap-long
562,2007-07-19,T065,8,0,0,1,0,0,0,0,0,41.778296999999995,-87.752411
563,2007-07-19,T066,2,0,0,0,1,0,0,0,0,41.77166,-87.703047
564,2007-07-19,T071,1,0,1,0,0,0,0,0,0,41.781416,-87.77653199999999
565,2007-07-19,T074,1,0,0,0,1,0,0,0,0,41.822536,-87.66634300000001
566,2007-07-19,T091,2,0,1,0,0,0,0,0,0,41.862292,-87.64886
567,2007-07-19,T114,7,0,0,1,0,0,0,0,0,41.798697,-87.736812
568,2007-07-19,T138,86,0,1,1,1,0,0,1,0,41.726465000000005,-87.585413
572,2007-07-19,T145,1,0,0,1,0,0,0,0,0,41.878114000000004,-87.629798
573,2007-07-19,T149,1,0,0,0,1,0,0,0,0,41.994469,-87.667736
574,2007-07-19,T200,63,0,2,2,1,0,0,0,0,41.678618,-87.559308
579,2007-07-19,T206,3,0,1,1,0,0,0,0,0,41.737052,-87.54306700000001
581,2007-07-19,T209,18,0,1,2,1,0,0,0,0,41.740641,-87.546587
585,2007-07-19,T212,439,0,1,9,1,0,0,1,0,41.680946,-87.535198
597,2007-07-19,T215,37,0,1,1,1,0,0,1,0,41.686398,-87.531635
601,2007-07-25,T107,3,0,1,1,0,0,0,0,0,41.729669,-87.582699
603,2007-07-25,T115,3002,0,49,13,0,1,0,1,5,41.673408,-87.599862
667,2007-07-25,T128,151,0,2,2,1,1,0,0,0,41.704572,-87.56566600000001
673,2007-07-25,T138,913,0,11,9,0,0,0,0,0,41.726465000000005,-87.585413
693,2007-07-27,T002,35,0,1,1,1,0,0,0,0,41.95469,-87.800991
696,2007-07-27,T003,4,0,0,1,1,0,0,0,0,41.964242,-87.757639
698,2007-07-27,T004,2,0,0,0,1,0,0,0,0,41.962728000000006,-87.748367
699,2007-07-27,T006,2,0,0,1,1,0,0,0,0,41.990284,-87.797127
701,2007-07-27,T007,1,0,0,1,0,0,0,0,0,41.994991,-87.769279
702,2007-07-27,T008,6,0,0,1,1,0,0,0,0,42.008314,-87.77792099999999
704,2007-07-27,T009,3,0,1,1,1,0,0,0,0,41.981964000000005,-87.812827
707,2007-07-27,T011,11,0,0,1,1,0,0,0,0,41.944869,-87.832763
709,2007-07-27,T012,2,0,0,1,1,0,0,0,0,41.991429,-87.747113
711,2007-07-27,T013,2,0,0,1,0,0,0,0,0,41.923738,-87.785288
712,2007-07-27,T015,4,0,0,1,2,0,0,0,0,41.974089,-87.824812
715,2007-07-27,T016,4,0,0,1,0,0,0,0,0,42.011601,-87.81150600000001
716,2007-07-27,T018,2,0,0,1,0,0,0,0,0,42.010412,-87.66214000000001
717,2007-07-27,T025,1,0,0,1,0,0,0,0,0,41.979243,-87.750938
718,2007-07-27,T028,3,0,0,1,1,0,0,0,0,41.986921,-87.689778
720,2007-07-27,T030,24,0,0,1,1,0,0,0,0,41.899229999999996,-87.716788
722,2007-07-27,T031,1,0,0,1,0,0,0,0,0,41.801497999999995,-87.763416
723,2007-07-27,T035,4,0,0,1,1,0,0,0,0,41.836644,-87.677737
725,2007-07-27,T037,8,0,0,1,1,0,0,0,0,41.921177,-87.79518
727,2007-07-27,T039,2,0,0,1,0,0,0,0,0,41.911823999999996,-87.726737
728,2007-07-27,T043,5,0,1,1,0,0,0,0,0,41.857402,-87.694991
730,2007-07-27,T045,6,0,0,1,1,0,0,0,0,41.9216,-87.666455
732,2007-07-27,T046,21,0,1,1,1,0,0,0,0,41.891118,-87.65449100000001
735,2007-07-27,T047,1,0,0,0,1,0,0,0,0,41.868142,-87.696269
736,2007-07-27,T048,3,0,0,1,1,0,0,0,0,41.867108,-87.654224
738,2007-07-27,T049,8,0,0,1,1,0,0,0,0,41.896282,-87.655232
740,2007-07-27,T051,1,0,0,1,0,0,0,0,0,41.846283,-87.656913
741,2007-07-27,T054,1,0,0,0,1,0,0,0,0,41.921965,-87.632085
742,2007-07-27,T061,4,0,0,1,1,0,0,0,0,41.801179,-87.679447
744,2007-07-27,T063,2,0,0,1,0,0,0,0,0,41.82561,-87.726549
745,2007-07-27,T066,1,0,0,1,0,0,0,0,0,41.77166,-87.703047
746,2007-07-27,T067,6,0,0,1,1,0,0,0,0,41.759346,-87.745602
748,2007-07-27,T070,7,0,0,1,1,0,0,0,0,41.797616,-87.797894
750,2007-07-27,T071,1,0,0,0,1,0,0,0,0,41.781416,-87.77653199999999
751,2007-07-27,T072,3,0,0,1,1,0,0,0,0,41.74785,-87.70271600000001
753,2007-07-27,T073,7,0,0,1,0,0,0,0,0,41.773215,-87.60088
754,2007-07-27,T114,4,0,0,1,0,0,0,0,0,41.798697,-87.736812
755,2007-07-27,T129,1,0,0,1,0,0,0,0,0,41.891126,-87.61156
756,2007-07-27,T141,7,0,0,1,1,0,0,0,0,41.961743,-87.76007
758,2007-07-27,T142,4,0,0,1,1,0,0,0,0,41.953067,-87.776792
760,2007-07-27,T143,1,0,0,0,1,0,0,0,0,41.999128999999996,-87.795585
761,2007-07-27,T144,1,0,0,1,0,0,0,0,0,41.94016,-87.794896
762,2007-07-27,T145,6,0,0,1,1,0,0,0,0,41.878114000000004,-87.629798
764,2007-07-27,T146,6,0,0,1,0,0,0,0,0,41.958271,-87.702575
765,2007-07-27,T148,4,0,0,1,1,0,0,0,0,42.01743,-87.68776899999999
767,2007-07-27,T151,7,0,0,1,1,0,0,0,0,41.916265,-87.800515
769,2007-07-27,T152,1,0,0,1,0,0,0,0,0,41.846075,-87.716277
770,2007-07-27,T155,2,0,0,1,0,0,0,0,0,41.776156,-87.778927
771,2007-07-27,T218,1,0,0,1,0,0,0,0,0,41.948167,-87.730698
772,2007-07-27,T219,2,0,0,1,1,0,0,0,0,41.966986999999996,-87.674677
774,2007-07-27,T220,2,0,0,1,1,0,0,0,0,41.963976,-87.69181
776,2007-08-01,T001,4,0,1,2,0,0,0,0,0,41.953705,-87.733974
779,2007-08-01,T002,179,0,2,3,1,0,0,0,2,41.95469,-87.800991
785,2007-08-01,T003,9,0,1,2,2,0,0,0,0,41.964242,-87.757639
790,2007-08-01,T005,2,0,1,1,0,0,0,0,0,41.942114000000004,-87.776385
792,2007-08-01,T006,7,0,1,1,0,0,0,0,0,41.990284,-87.797127
794,2007-08-01,T007,1,0,1,0,0,0,0,0,0,41.994991,-87.769279
795,2007-08-01,T008,161,0,2,3,2,0,0,0,1,42.008314,-87.77792099999999
802,2007-08-01,T009,44,0,2,2,1,0,0,0,0,41.981964000000005,-87.812827
807,2007-08-01,T011,34,0,2,2,1,0,0,0,0,41.944869,-87.832763
812,2007-08-01,T012,25,0,2,2,2,0,0,0,0,41.991429,-87.747113
818,2007-08-01,T013,5,0,0,1,0,0,0,0,0,41.923738,-87.785288
819,2007-08-01,T014,34,0,2,2,1,0,0,0,0,41.970248,-87.787992
824,2007-08-01,T015,18,0,1,2,1,0,0,0,1,41.974089,-87.824812
828,2007-08-01,T016,115,0,3,2,1,0,0,0,0,42.011601,-87.81150600000001
834,2007-08-01,T017,3,0,0,2,1,0,0,0,0,41.960615999999995,-87.777189
837,2007-08-01,T018,1,0,0,1,0,0,0,0,0,42.010412,-87.66214000000001
838,2007-08-01,T019,6,0,1,2,1,0,0,0,0,41.94983,-87.69845699999999
842,2007-08-01,T025,8,0,2,2,1,0,0,0,0,41.979243,-87.750938
847,2007-08-01,T027,12,0,0,2,1,0,0,0,0,41.984809000000006,-87.728492
850,2007-08-01,T028,6,0,2,2,0,0,0,0,0,41.986921,-87.689778
854,2007-08-01,T030,14,0,2,1,1,0,0,0,0,41.899229999999996,-87.716788
858,2007-08-01,T031,11,0,1,2,0,0,0,0,0,41.801497999999995,-87.763416
861,2007-08-01,T033,8,0,1,2,0,1,0,0,0,41.906638,-87.701431
865,2007-08-01,T034,7,0,2,1,0,0,0,0,0,41.843810999999995,-87.686763
868,2007-08-01,T035,11,0,1,1,0,0,0,0,0,41.836644,-87.677737
870,2007-08-01,T036,7,0,1,2,0,0,0,0,0,41.837084999999995,-87.729384
873,2007-08-01,T037,9,0,2,2,0,0,0,0,0,41.921177,-87.79518
877,2007-08-01,T039,1,0,0,1,0,0,0,0,0,41.911823999999996,-87.726737
878,2007-08-01,T043,13,0,1,2,2,0,0,0,0,41.857402,-87.694991
883,2007-08-01,T044,3,0,1,1,1,0,0,0,0,41.883284,-87.705085
886,2007-08-01,T045,33,0,2,2,0,0,0,0,0,41.9216,-87.666455
890,2007-08-01,T046,76,0,2,2,2,0,0,0,0,41.891118,-87.65449100000001
896,2007-08-01,T047,41,0,2,1,1,0,0,0,0,41.868142,-87.696269
900,2007-08-01,T048,13,0,2,2,0,0,0,0,0,41.867108,-87.654224
904,2007-08-01,T049,15,0,2,2,1,0,0,0,0,41.896282,-87.655232
909,2007-08-01,T050,6,0,1,2,0,0,0,0,0,41.919343,-87.694259
912,2007-08-01,T054,5,0,0,1,0,0,0,0,0,41.921965,-87.632085
913,2007-08-01,T060,3,0,0,2,0,0,0,0,0,41.823065,-87.67837800000001
915,2007-08-01,T061,34,0,1,2,1,0,0,0,0,41.801179,-87.679447
919,2007-08-01,T062,15,0,2,2,1,0,0,0,0,41.800737,-87.71188000000001
924,2007-08-01,T065,49,0,2,2,2,1,0,0,1,41.778296999999995,-87.752411
931,2007-08-01,T066,82,0,2,3,1,0,0,0,0,41.77166,-87.703047
937,2007-08-01,T067,63,0,2,3,3,1,0,0,0,41.759346,-87.745602
946,2007-08-01,T069,29,0,3,3,2,0,0,0,0,41.768388,-87.678649
954,2007-08-01,T070,23,0,2,3,1,0,0,0,0,41.797616,-87.797894
960,2007-08-01,T071,10,0,1,3,0,0,0,0,0,41.781416,-87.77653199999999
964,2007-08-01,T072,7,0,2,2,0,0,0,0,0,41.74785,-87.70271600000001
968,2007-08-01,T073,24,0,3,3,2,0,0,0,0,41.773215,-87.60088
976,2007-08-01,T074,82,0,3,3,3,0,0,0,0,41.822536,-87.66634300000001
985,2007-08-01,T075,6,0,1,3,0,0,0,0,0,41.799282,-87.585487
989,2007-08-01,T077,12,0,1,2,1,0,0,0,0,41.778748,-87.586427
993,2007-08-01,T078,8,0,0,3,0,0,0,0,0,41.775051,-87.65535600000001
996,2007-08-01,T079,31,0,3,3,3,0,0,0,0,41.766202,-87.562889
1005,2007-08-01,T080,15,0,1,2,3,0,0,0,0,41.754676,-87.612922
1011,2007-08-01,T081,24,0,2,3,1,0,0,0,1,41.821582,-87.62779599999999
1017,2007-08-01,T082,123,0,3,4,1,0,0,0,1,41.803422999999995,-87.642984
1025,2007-08-01,T083,30,0,2,3,3,0,0,0,0,41.754292,-87.590773
1033,2007-08-01,T084,4,0,2,2,0,0,0,0,0,41.692555,-87.598865
1037,2007-08-01,T085,18,0,3,3,1,0,0,0,0,41.721474,-87.648064
1044,2007-08-01,T086,340,0,8,8,3,0,0,0,1,41.688324,-87.676709
1063,2007-08-01,T088,12,0,2,3,0,0,0,0,0,41.869107,-87.69629300000001
1068,2007-08-01,T089,3,0,1,1,0,0,0,0,0,41.723195000000004,-87.64997
1070,2007-08-01,T090,93,0,3,3,3,0,0,0,1,41.868077,-87.666901
1079,2007-08-01,T091,41,0,2,3,1,0,0,0,0,41.862292,-87.64886
1085,2007-08-01,T092,19,0,2,3,1,0,0,0,0,41.869215999999994,-87.627561
1091,2007-08-01,T094,10,0,1,1,1,0,0,0,0,41.720848,-87.666014
1094,2007-08-01,T096,41,0,2,2,1,1,0,0,1,41.731922,-87.677512
1100,2007-08-01,T097,11,0,0,2,0,0,0,0,0,41.644612,-87.60449799999999
1102,2007-08-01,T099,6,0,1,2,1,0,0,0,0,41.733643,-87.55551
1106,2007-08-01,T100,13,0,1,2,1,0,0,0,0,41.717753,-87.531657
1110,2007-08-01,T102,18,0,1,2,2,0,0,0,0,41.750498,-87.605294
1115,2007-08-01,T103,510,0,2,9,2,0,0,1,3,41.702723999999996,-87.536497
1129,2007-08-01,T107,3,0,1,1,0,0,0,0,0,41.729669,-87.582699
1131,2007-08-01,T114,62,0,2,3,2,0,0,2,0,41.798697,-87.736812
1140,2007-08-01,T115,2479,0,32,16,4,1,0,1,0,41.673408,-87.599862
1194,2007-08-01,T128,118,0,1,2,1,1,0,0,0,41.704572,-87.56566600000001
1199,2007-08-01,T129,6,0,1,2,1,0,0,0,0,41.891126,-87.61156
1203,2007-08-01,T135,159,0,3,3,1,1,0,0,2,41.662014,-87.72460799999999
1211,2007-08-01,T138,909,0,11,6,5,1,0,1,1,41.726465000000005,-87.585413
1235,2007-08-01,T141,7,0,2,1,0,0,0,0,0,41.961743,-87.76007
1238,2007-08-01,T142,8,0,1,2,0,0,0,0,0,41.953067,-87.776792
1241,2007-08-01,T143,32,0,2,2,1,0,0,0,0,41.999128999999996,-87.795585
1246,2007-08-01,T144,54,0,2,2,1,0,0,0,1,41.94016,-87.794896
1251,2007-08-01,T145,36,0,3,4,3,0,0,0,0,41.878114000000004,-87.629798
1261,2007-08-01,T146,21,0,2,1,2,0,0,0,0,41.958271,-87.702575
1266,2007-08-01,T147,2,0,0,1,0,0,0,0,0,41.932094,-87.700117
1267,2007-08-01,T148,7,0,2,2,1,0,0,0,0,42.01743,-87.68776899999999
1272,2007-08-01,T149,2,0,0,1,0,0,0,0,0,41.994469,-87.667736
1273,2007-08-01,T150,6,0,1,1,0,0,0,0,0,42.006858,-87.675919
1275,2007-08-01,T151,30,0,1,2,1,0,0,0,0,41.916265,-87.800515
1279,2007-08-01,T152,3,0,1,1,0,0,0,0,0,41.846075,-87.716277
1281,2007-08-01,T153,8,0,2,2,0,0,0,0,0,41.907645,-87.760886
1285,2007-08-01,T154,19,0,1,2,0,0,0,0,0,41.918704999999996,-87.752329
1288,2007-08-01,T155,19,0,2,3,2,0,0,0,0,41.776156,-87.778927
1295,2007-08-01,T156,9,0,1,2,1,0,0,1,0,41.772846,-87.740029
1300,2007-08-01,T157,2,0,1,1,0,0,0,0,0,41.825902,-87.667827
1302,2007-08-01,T158,81,0,2,2,1,0,0,0,0,41.682587,-87.707973
1307,2007-08-01,T160,13,0,1,2,1,0,0,0,0,41.903002,-87.68826700000001
1311,2007-08-01,T161,20,0,2,2,1,0,0,0,0,41.719059,-87.675088
1316,2007-08-01,T162,6,0,2,1,0,0,0,0,0,41.725516999999996,-87.61425799999999
1319,2007-08-01,T218,21,0,2,2,1,0,0,0,0,41.948167,-87.730698
1324,2007-08-01,T219,4,0,0,1,1,0,0,0,0,41.966986999999996,-87.674677
1326,2007-08-01,T220,2,0,0,1,0,0,0,0,1,41.963976,-87.69181
1327,2007-08-02,T074,14,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
1329,2007-08-02,T077,1,0,0,0,1,0,0,0,0,41.778748,-87.586427
1330,2007-08-02,T081,3,0,0,1,1,0,0,0,0,41.821582,-87.62779599999999
1332,2007-08-02,T082,7,0,0,1,1,0,0,0,0,41.803422999999995,-87.642984
1334,2007-08-02,T083,5,0,1,1,0,0,0,0,0,41.754292,-87.590773
1336,2007-08-02,T084,3,0,0,1,0,0,0,0,0,41.692555,-87.598865
1337,2007-08-02,T085,10,0,0,1,1,0,0,0,0,41.721474,-87.648064
1339,2007-08-02,T086,43,0,0,2,1,0,0,0,0,41.688324,-87.676709
1342,2007-08-02,T088,6,0,1,1,1,0,0,0,0,41.869107,-87.69629300000001
1345,2007-08-02,T089,4,0,0,1,0,0,0,0,0,41.723195000000004,-87.64997
1346,2007-08-02,T090,13,0,0,1,1,0,0,0,0,41.868077,-87.666901
1348,2007-08-02,T091,12,0,0,1,1,0,0,0,0,41.862292,-87.64886
1350,2007-08-02,T092,9,0,1,1,0,0,0,0,0,41.869215999999994,-87.627561
1352,2007-08-02,T095,2,0,0,2,0,0,0,0,0,41.704336,-87.70373599999999
1354,2007-08-02,T096,49,0,2,2,1,1,0,0,1,41.731922,-87.677512
1360,2007-08-02,T097,27,0,1,2,0,0,0,0,0,41.644612,-87.60449799999999
1363,2007-08-02,T099,9,0,1,1,0,0,0,0,0,41.733643,-87.55551
1365,2007-08-02,T100,23,0,1,1,0,0,0,0,0,41.717753,-87.531657
1367,2007-08-02,T102,24,0,1,1,1,0,0,0,0,41.750498,-87.605294
1370,2007-08-02,T103,338,0,2,6,1,0,0,1,0,41.702723999999996,-87.536497
1380,2007-08-02,T107,5,0,1,1,0,0,0,0,0,41.729669,-87.582699
1382,2007-08-02,T115,110,0,2,2,0,0,0,0,0,41.673408,-87.599862
1386,2007-08-02,T128,79,0,1,1,0,0,0,0,0,41.704572,-87.56566600000001
1388,2007-08-02,T135,37,0,2,2,2,0,0,0,0,41.662014,-87.72460799999999
1394,2007-08-02,T138,1075,0,17,8,1,0,0,0,1,41.726465000000005,-87.585413
1420,2007-08-02,T157,1,0,1,0,0,0,0,0,0,41.825902,-87.667827
1421,2007-08-02,T158,248,0,2,5,1,0,0,0,0,41.682587,-87.707973
1429,2007-08-02,T160,20,0,1,2,0,0,0,0,0,41.903002,-87.68826700000001
1432,2007-08-02,T161,21,0,1,2,1,0,0,0,0,41.719059,-87.675088
1436,2007-08-02,T162,2,0,0,1,0,0,0,0,0,41.725516999999996,-87.61425799999999
1437,2007-08-02,T200,96,0,2,2,0,0,0,2,0,41.678618,-87.559308
1443,2007-08-02,T206,1,0,0,1,0,0,0,0,0,41.737052,-87.54306700000001
1444,2007-08-02,T209,53,0,1,1,1,0,0,1,0,41.740641,-87.546587
1448,2007-08-02,T212,340,0,4,3,1,0,0,1,1,41.680946,-87.535198
1457,2007-08-02,T215,208,0,0,4,1,0,0,2,0,41.686398,-87.531635
1464,2007-08-03,T215,204,0,4,1,0,0,0,0,0,41.686398,-87.531635
1469,2007-08-07,T001,2,0,1,1,0,0,0,0,0,41.953705,-87.733974
1471,2007-08-07,T002,26,0,1,1,1,0,0,0,0,41.95469,-87.800991
1474,2007-08-07,T003,10,0,1,1,0,0,0,0,0,41.964242,-87.757639
1476,2007-08-07,T006,23,0,1,1,0,0,0,0,0,41.990284,-87.797127
1478,2007-08-07,T007,2,0,1,1,0,0,0,0,0,41.994991,-87.769279
1480,2007-08-07,T008,140,0,2,2,1,0,0,0,2,42.008314,-87.77792099999999
1485,2007-08-07,T009,37,0,1,1,1,0,0,0,0,41.981964000000005,-87.812827
1488,2007-08-07,T011,72,0,1,1,1,0,0,0,2,41.944869,-87.832763
1491,2007-08-07,T012,49,0,1,1,0,0,0,0,0,41.991429,-87.747113
1493,2007-08-07,T014,73,0,1,1,0,0,0,0,1,41.970248,-87.787992
1495,2007-08-07,T015,39,0,1,1,1,0,0,0,1,41.974089,-87.824812
1498,2007-08-07,T016,69,0,1,1,0,0,0,0,1,42.011601,-87.81150600000001
1500,2007-08-07,T018,1,0,0,1,0,0,0,0,0,42.010412,-87.66214000000001
1501,2007-08-07,T019,1,0,1,0,0,0,0,0,0,41.94983,-87.69845699999999
1502,2007-08-07,T025,10,0,1,1,0,0,0,0,0,41.979243,-87.750938
1504,2007-08-07,T027,12,0,1,1,0,0,0,0,0,41.984809000000006,-87.728492
1506,2007-08-07,T028,6,0,1,1,0,0,0,0,0,41.986921,-87.689778
1508,2007-08-07,T030,1,0,0,1,0,0,0,0,0,41.899229999999996,-87.716788
1509,2007-08-07,T031,4,0,1,1,0,0,0,0,0,41.801497999999995,-87.763416
1511,2007-08-07,T033,25,0,1,1,0,0,0,0,0,41.906638,-87.701431
1513,2007-08-07,T034,1,0,1,0,0,0,0,0,0,41.843810999999995,-87.686763
1514,2007-08-07,T035,5,0,0,1,1,0,0,0,0,41.836644,-87.677737
1516,2007-08-07,T036,2,0,0,1,0,0,0,0,0,41.837084999999995,-87.729384
1517,2007-08-07,T037,23,0,1,1,0,0,0,0,0,41.921177,-87.79518
1519,2007-08-07,T039,24,0,1,1,0,0,0,0,0,41.911823999999996,-87.726737
1521,2007-08-07,T043,4,0,1,0,0,0,0,0,0,41.857402,-87.694991
1522,2007-08-07,T045,28,0,1,1,0,0,0,0,0,41.9216,-87.666455
1524,2007-08-07,T046,7,0,1,1,0,0,0,0,0,41.891118,-87.65449100000001
1526,2007-08-07,T048,10,0,1,1,0,0,0,0,0,41.867108,-87.654224
1528,2007-08-07,T049,7,0,1,1,0,0,0,0,0,41.896282,-87.655232
1530,2007-08-07,T050,2,0,1,1,0,0,0,0,0,41.919343,-87.694259
1532,2007-08-07,T054,1,0,0,1,0,0,0,0,0,41.921965,-87.632085
1533,2007-08-07,T060,1,0,0,1,0,0,0,0,0,41.823065,-87.67837800000001
1534,2007-08-07,T061,22,0,1,1,0,0,0,0,0,41.801179,-87.679447
1536,2007-08-07,T063,4,0,0,1,0,0,0,0,0,41.82561,-87.726549
1537,2007-08-07,T065,33,0,1,1,0,0,0,0,0,41.778296999999995,-87.752411
1539,2007-08-07,T066,7,0,1,0,0,0,0,0,0,41.77166,-87.703047
1540,2007-08-07,T067,6,0,1,1,0,0,0,0,0,41.759346,-87.745602
1542,2007-08-07,T069,5,0,0,1,0,0,0,0,0,41.768388,-87.678649
1543,2007-08-07,T070,5,0,0,1,0,0,0,0,0,41.797616,-87.797894
1544,2007-08-07,T073,27,0,1,1,0,0,0,0,0,41.773215,-87.60088
1546,2007-08-07,T074,87,0,1,1,1,0,0,0,0,41.822536,-87.66634300000001
1549,2007-08-07,T075,16,0,1,1,0,0,0,0,0,41.799282,-87.585487
1551,2007-08-07,T079,5,0,1,1,1,0,0,0,0,41.766202,-87.562889
1554,2007-08-07,T080,3,0,1,1,0,0,0,0,0,41.754676,-87.612922
1556,2007-08-07,T081,17,0,1,1,1,0,0,0,0,41.821582,-87.62779599999999
1559,2007-08-07,T082,24,0,1,1,0,0,0,0,1,41.803422999999995,-87.642984
1561,2007-08-07,T083,14,0,1,1,0,0,0,0,0,41.754292,-87.590773
1563,2007-08-07,T084,11,0,1,1,0,0,0,0,0,41.692555,-87.598865
1565,2007-08-07,T085,7,0,0,1,1,0,0,0,0,41.721474,-87.648064
1567,2007-08-07,T086,120,0,2,2,1,0,0,0,0,41.688324,-87.676709
1572,2007-08-07,T088,1,0,1,0,0,0,0,0,0,41.869107,-87.69629300000001
1573,2007-08-07,T089,4,0,1,1,0,0,0,0,0,41.723195000000004,-87.64997
1575,2007-08-07,T090,22,0,1,1,1,0,0,0,0,41.868077,-87.666901
1578,2007-08-07,T091,13,0,1,1,0,0,0,0,0,41.862292,-87.64886
1580,2007-08-07,T092,40,0,1,1,0,0,0,0,0,41.869215999999994,-87.627561
1582,2007-08-07,T094,6,0,1,1,0,0,0,0,0,41.720848,-87.666014
1584,2007-08-07,T095,1,0,0,1,0,0,0,0,0,41.704336,-87.70373599999999
1585,2007-08-07,T096,43,0,1,1,1,1,0,0,0,41.731922,-87.677512
1589,2007-08-07,T097,44,0,1,1,0,0,0,0,0,41.644612,-87.60449799999999
1591,2007-08-07,T099,5,0,1,1,0,0,0,0,0,41.733643,-87.55551
1593,2007-08-07,T100,23,0,1,1,0,0,0,0,0,41.717753,-87.531657
1595,2007-08-07,T102,61,0,1,1,1,0,0,0,0,41.750498,-87.605294
1598,2007-08-07,T114,21,0,0,1,0,0,0,0,0,41.798697,-87.736812
1599,2007-08-07,T129,2,0,0,1,0,0,0,0,0,41.891126,-87.61156
1600,2007-08-07,T135,5,0,1,1,0,0,0,0,0,41.662014,-87.72460799999999
1602,2007-08-07,T141,2,0,1,1,0,0,0,0,0,41.961743,-87.76007
1604,2007-08-07,T142,10,0,1,1,0,0,0,0,0,41.953067,-87.776792
1606,2007-08-07,T143,44,0,1,1,0,0,0,0,2,41.999128999999996,-87.795585
1608,2007-08-07,T144,9,0,1,0,1,0,0,0,0,41.94016,-87.794896
1610,2007-08-07,T145,28,0,2,1,0,0,0,1,0,41.878114000000004,-87.629798
1614,2007-08-07,T147,4,0,1,1,0,0,0,0,0,41.932094,-87.700117
1616,2007-08-07,T148,3,0,1,1,0,0,0,0,0,42.01743,-87.68776899999999
1618,2007-08-07,T150,16,0,1,1,0,0,0,0,0,42.006858,-87.675919
1620,2007-08-07,T151,14,0,1,1,0,0,0,0,0,41.916265,-87.800515
1622,2007-08-07,T152,6,0,1,1,0,0,0,0,0,41.846075,-87.716277
1624,2007-08-07,T153,7,0,1,1,0,0,0,0,0,41.907645,-87.760886
1626,2007-08-07,T154,24,0,1,1,1,0,0,0,0,41.918704999999996,-87.752329
1629,2007-08-07,T155,10,0,1,1,0,0,0,0,0,41.776156,-87.778927
1631,2007-08-07,T157,2,0,0,1,1,0,0,0,0,41.825902,-87.667827
1633,2007-08-07,T158,53,0,1,1,1,0,0,0,0,41.682587,-87.707973
1636,2007-08-07,T159,15,0,1,1,1,0,0,1,0,41.732984,-87.649642
1640,2007-08-07,T160,26,0,1,1,1,0,0,0,1,41.903002,-87.68826700000001
1643,2007-08-07,T161,21,0,1,1,0,0,0,0,0,41.719059,-87.675088
1645,2007-08-07,T162,15,0,1,1,0,0,0,0,1,41.725516999999996,-87.61425799999999
1647,2007-08-07,T218,36,0,1,1,0,0,0,0,0,41.948167,-87.730698
1649,2007-08-07,T219,8,0,1,1,0,0,0,0,0,41.966986999999996,-87.674677
1651,2007-08-07,T220,6,0,1,1,0,0,0,0,0,41.963976,-87.69181
1653,2007-08-08,T103,249,0,3,3,1,0,0,0,1,41.702723999999996,-87.536497
1660,2007-08-08,T107,19,0,1,1,0,0,0,0,0,41.729669,-87.582699
1662,2007-08-08,T115,1625,0,27,7,0,0,0,0,3,41.673408,-87.599862
1696,2007-08-08,T128,401,0,7,2,1,0,0,0,1,41.704572,-87.56566600000001
1706,2007-08-08,T138,1892,0,34,6,0,0,0,0,2,41.726465000000005,-87.585413
1746,2007-08-09,T013,24,0,1,1,1,0,0,0,0,41.923738,-87.785288
1749,2007-08-09,T138,25,0,1,0,0,0,0,0,0,41.726465000000005,-87.585413
1750,2007-08-09,T200,234,0,3,4,0,0,0,2,0,41.678618,-87.559308
1759,2007-08-09,T206,2,0,1,1,0,0,0,0,0,41.737052,-87.54306700000001
1761,2007-08-09,T209,81,0,1,1,1,0,0,0,1,41.740641,-87.546587
1764,2007-08-09,T212,107,0,1,2,0,0,0,1,0,41.680946,-87.535198
1768,2007-08-09,T215,34,0,1,1,0,1,0,1,0,41.686398,-87.531635
1772,2007-08-15,T001,10,0,1,1,0,0,0,0,0,41.953705,-87.733974
1774,2007-08-15,T002,76,0,2,1,1,0,0,0,1,41.95469,-87.800991
1778,2007-08-15,T003,84,0,2,1,1,0,0,0,2,41.964242,-87.757639
1782,2007-08-15,T004,1,0,0,1,0,0,0,0,0,41.962728000000006,-87.748367
1783,2007-08-15,T005,12,0,1,1,0,0,0,0,0,41.942114000000004,-87.776385
1785,2007-08-15,T006,36,0,1,1,0,0,0,0,2,41.990284,-87.797127
1787,2007-08-15,T007,4,0,0,1,0,0,0,0,0,41.994991,-87.769279
1788,2007-08-15,T008,50,0,1,1,0,0,0,0,1,42.008314,-87.77792099999999
1790,2007-08-15,T009,65,0,1,1,0,0,0,0,2,41.981964000000005,-87.812827
1792,2007-08-15,T011,64,0,1,1,0,0,0,0,2,41.944869,-87.832763
1794,2007-08-15,T012,37,0,1,1,0,0,0,0,1,41.991429,-87.747113
1796,2007-08-15,T013,79,0,1,1,1,0,0,1,0,41.923738,-87.785288
1800,2007-08-15,T014,93,0,1,1,0,0,0,0,0,41.970248,-87.787992
1802,2007-08-15,T015,38,0,1,1,1,0,0,0,1,41.974089,-87.824812
1805,2007-08-15,T016,216,0,3,2,0,0,0,0,4,42.011601,-87.81150600000001
1810,2007-08-15,T017,6,0,1,1,0,0,0,0,0,41.960615999999995,-87.777189
1812,2007-08-15,T018,3,0,1,1,0,0,0,0,0,42.010412,-87.66214000000001
